zipCode,countyCode,countyName,STATE_NAME,PovertyEst,povertyPercent,medIncome,popEst2020,incidentRate,AverageAnnualCount,recTrend_incd_x,recTrend_mort_y,Recent5YearTrend
35616,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38827,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38326,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38846,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38873,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38829,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38833,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38834,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38838,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38843,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38847,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38852,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38859,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
35582,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
35677,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
38357,28141,Tishomingo County,Mississippi,3335,16.0,52635.0,18619.0,538.5,148.0,stable,falling,3.5
33514,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33513,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34473,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33538,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34453,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34601,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34602,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
32162,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33525,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
32159,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33585,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33521,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33597,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34661,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33809,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33868,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34491,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34436,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34484,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34432,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34450,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34762,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34785,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34714,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34731,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34736,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
34748,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
32163,12119,Sumter County,Florida,52808,11.1,80296.0,144970.0,444.8,1639.0,falling,falling,-0.8
33559,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34638,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33576,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34669,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34691,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33556,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33810,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34602,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34689,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33544,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33592,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34604,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34653,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33525,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33543,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34654,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34690,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33540,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33541,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33542,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33545,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33548,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33558,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33523,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33549,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33597,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33565,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34668,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33647,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33849,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33809,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33868,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34655,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34610,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34608,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34606,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34607,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34609,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34639,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34637,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34652,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34667,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34679,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
34688,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33574,12101,Pasco County,Florida,165851,11.1,76713.0,608794.0,499.9,4036.0,stable,falling,-0.5
33713,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33777,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33782,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33756,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33760,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33635,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33710,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34698,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33705,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33755,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33770,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33771,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34695,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34691,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33556,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33716,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34689,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33708,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33702,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33712,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33714,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33763,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34690,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33711,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33703,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33704,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33715,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33744,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33706,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33626,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33707,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33759,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33761,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33709,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33701,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33764,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33762,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33776,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33767,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33765,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33773,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33774,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33772,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33778,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33781,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33785,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33786,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34655,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34681,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34677,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34683,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34685,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34684,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
34688,12103,Pinellas County,Florida,65148,10.9,65933.0,961739.0,476.9,7624.0,stable,falling,-0.1
33890,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34787,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33827,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33860,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33839,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34972,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33850,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33867,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34739,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33810,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33838,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33801,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33843,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33525,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33803,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33837,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33873,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33897,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34759,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33567,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33540,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33547,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33565,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33566,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33847,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33849,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33851,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33823,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33877,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33880,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33825,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33881,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33884,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33896,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33830,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33834,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33898,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33841,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33844,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33805,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33809,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33853,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33811,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33854,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33855,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33812,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33856,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33813,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33815,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33859,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33868,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34219,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34758,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34714,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34747,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33858,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33835,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
33840,12105,Polk County,Florida,117299,12.4,66427.0,787404.0,473.1,4591.0,falling,falling,-0.9
34266,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34288,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34285,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34201,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34292,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34239,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34235,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34224,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34237,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34223,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34286,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34202,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34251,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34287,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
33953,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
33954,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
33981,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34275,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34229,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34231,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34228,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34232,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34233,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34234,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34236,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34210,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34238,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34241,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34240,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34242,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34243,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34269,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34289,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34291,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34293,12115,Sarasota County,Florida,18064,9.4,82537.0,462286.0,475.5,4300.0,stable,falling,0.7
34950,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
32968,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34972,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34981,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34952,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
32962,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34984,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34953,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
32963,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
32966,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34949,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34983,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34987,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34990,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34994,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34996,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34945,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34946,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34947,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34951,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34956,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34957,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34974,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
34982,12111,St. Lucie County,Florida,17860,5.9,103757.0,358704.0,434.4,2201.0,stable,falling,-0.2
