countyCode,AverageAnnualCount,PovertyEst,avgDeathsPerYear,deathRate,incidentRate,medIncome,popEst2020,povertyPercent,studyCount,studyPerCap
47153,98.0,4675,32.0,144.5,461.6,44599.0,16909.0,21.5,0.0,0.0
47155,693.0,2889,252.0,183.3,506.1,56264.0,98789.0,17.5,43.0,435.2711334257863
47157,4500.0,11335,1695.0,169.30000000000004,438.5,59530.0,916371.0,11.6,298.0,325.19579951788086
47159,124.0,150180,47.0,186.9,481.9,61452.0,20489.0,16.6,5.0,244.0333837668993
47161,95.0,2551,41.0,208.6,483.7,63960.0,14035.0,12.6,1.0,71.25044531528322
47163,1122.0,1814,432.0,174.80000000000004,477.8999999999999,60242.0,160820.0,13.1,47.0,292.25220743688595
47165,1064.0,24274,371.0,163.8,464.6,54361.0,203858.0,15.3,25.0,122.6343827566247
47167,346.0,15086,137.0,196.6,479.6,87453.0,61656.0,7.5,3.0,48.657065005838845
47169,64.0,8453,20.0,181.6,561.5,68778.0,12111.0,13.9,1.0,82.5695648583932
47171,122.0,1609,57.0,191.6,444.5,58584.0,17674.0,16.7,9.0,509.2225868507412
47173,127.0,2624,50.0,185.0,475.9,52260.0,20452.0,15.099999999999998,0.0,0.0
47175,40.0,3281,18.0,193.4,422.8,51169.0,6429.0,16.2,0.0,0.0
47177,252.0,969,105.0,193.7,471.9,50260.0,42026.0,15.3,0.0,0.0
47179,767.0,6223,298.0,169.6,448.4,52520.0,136172.0,15.0,30.0,220.30960843638925
47181,105.0,18496,44.0,179.7,447.1,64270.0,16308.0,14.1,0.0,0.0
47183,204.0,2792,81.0,178.4,472.9,48321.0,33063.0,19.7,0.0,0.0
47185,185.0,5568,74.0,183.0,481.1,49815.0,28064.0,18.0,0.0,0.0
47187,1125.0,4567,296.0,122.09999999999998,439.7,49411.0,260815.0,16.4,33.0,126.52646511895405
48101,8.0,8818,4.0,155.8,390.8,63428.0,1307.0,12.2,0.0,0.0
48103,17.0,263,9.0,194.1,380.9,45351.0,4546.0,20.2,0.0,0.0
48105,18.0,506,8.0,186.3,409.6,67889.0,2943.0,11.4,0.0,0.0
48107,26.0,457,11.0,142.2,357.4,71851.0,4998.0,15.8,0.0,0.0
48111,25.0,432,9.0,141.3,378.5,52160.0,7241.0,20.1,0.0,0.0
48113,10233.0,801,3387.0,146.3,417.1,61636.0,2600840.0,11.1,732.0,281.4475323357069
48115,60.0,364132,24.0,163.7,431.1,70871.0,12130.0,14.2,0.0,0.0
48117,73.0,2339,28.0,148.9,400.7,48801.0,18377.0,22.2,3.0,163.24753768297327
48119,40.0,3071,18.0,225.4,517.2,55565.0,5406.0,16.9,12.0,2219.7558268590456
48121,3301.0,888,885.0,123.5,412.6,54587.0,977281.0,16.6,100.0,102.3247152047364
48123,119.0,75587,59.0,195.4,423.0,102711.0,19772.0,7.800000000000001,0.0,0.0
48125,14.0,3599,6.0,188.1,455.2,55525.0,1726.0,19.8,0.0,0.0
48127,40.0,279,16.0,128.9,348.8,47074.0,8387.0,16.2,3.0,357.69643495886487
48129,18.0,2057,9.0,175.3,341.5,44312.0,3339.0,25.1,1.0,299.4908655286014
48131,48.0,537,25.0,171.3,352.3,44866.0,9888.0,17.9,0.0,0.0
48133,113.0,2426,47.0,163.6,415.6,40539.0,17944.0,27.0,0.0,0.0
48135,599.0,2567,226.0,173.4,434.6,53351.0,160869.0,14.9,7.0,43.513666399368425
48137,10.0,25752,6.0,187.9,340.7,64868.0,1422.0,16.2,0.0,0.0
48139,854.0,291,289.0,159.8,451.9,50752.0,212182.0,20.7,5.0,23.56467560867557
48141,3277.0,18830,1070.0,131.6,399.7,89314.0,868763.0,9.0,27.0,31.07867162851088
48143,174.0,179428,63.0,141.1,389.3,53441.0,43895.0,21.0,0.0,0.0
48145,96.0,5198,41.0,171.5,413.8,60093.0,17049.0,12.9,0.0,0.0
48147,224.0,3247,84.0,169.0,473.7,47534.0,37125.0,21.4,52.0,1400.6734006734007
48149,160.0,4662,58.0,122.9,383.6,60959.0,24913.0,13.7,0.0,0.0
48151,26.0,2651,10.0,141.4,453.0,70476.0,3622.0,10.8,0.0,0.0
48153,29.0,612,12.0,144.0,391.8,57867.0,5235.0,16.9,0.0,0.0
48155,9.0,1106,3.0,189.0,541.5,45784.0,1057.0,21.3,0.0,0.0
48157,2908.0,174,806.0,116.3,377.1,47657.0,889146.0,17.0,34.0,38.23893938678237
48159,75.0,69965,28.0,177.6,485.7,105583.0,10618.0,7.900000000000001,1.0,94.17969485778866
48161,122.0,1444,49.0,172.3,441.2,56623.0,19950.0,13.7,0.0,0.0
48163,64.0,2874,30.0,161.2,346.5,56372.0,17815.0,15.7,2.0,112.26494527083918
48165,56.0,3706,23.0,154.1,337.4,46769.0,22181.0,24.6,0.0,0.0
48167,1697.0,3239,649.0,171.2,436.7,62465.0,357117.0,14.7,80.0,224.01621877423926
48169,21.0,47446,9.0,144.1,343.0,75947.0,6262.0,13.5,0.0,0.0
48171,206.0,1073,73.0,131.5,437.5,50255.0,27477.0,26.6,3.0,109.18222513374823
48175,46.0,106,19.0,161.3,390.7,96533.0,7131.0,9.1,0.0,0.0
48177,103.0,1025,44.0,165.9,404.5,62841.0,19832.0,14.5,0.0,0.0
48179,110.0,3011,42.0,149.9,411.5,57523.0,21015.0,15.4,0.0,0.0
48181,795.0,3244,308.0,173.0,457.0,50648.0,143131.0,16.7,33.0,230.55802027513258
48183,704.0,15629,249.0,170.9,492.8,66141.0,125443.0,11.1,15.0,119.57622186969381
48185,168.0,19744,65.0,167.3,442.0,60932.0,30754.0,16.2,3.0,97.54828640176888
48187,728.0,4386,258.0,147.3,403.5,61188.0,182760.0,15.5,9.0,49.24491135915955
48189,142.0,17172,58.0,162.3,402.3,86043.0,31827.0,9.5,0.0,0.0
48191,17.0,6435,6.0,117.5,350.7,49571.0,2810.0,21.5,1.0,355.87188612099646
48193,56.0,643,30.0,216.4,423.8,40677.0,8298.0,23.1,0.0,0.0
48195,24.0,1118,10.0,163.4,400.3,59753.0,5151.0,13.7,1.0,194.1370607649
48197,24.0,574,9.0,151.1,417.3,69064.0,3516.0,11.3,0.0,0.0
48199,321.0,572,120.0,164.9,450.2,49539.0,57811.0,16.3,0.0,0.0
48201,16988.0,7590,5610.0,139.4,393.9,70432.0,4780913.0,13.2,1319.0,275.8887266929978
48203,388.0,775281,133.0,153.1,461.0,68748.0,69955.0,16.4,25.0,357.3725966692874
48205,21.0,10570,8.0,130.9,319.5,64636.0,5208.0,15.7,6.0,1152.073732718894
48207,35.0,389,17.0,179.3,438.4,84165.0,5403.0,9.0,2.0,370.16472330186934
48209,865.0,996,263.0,140.8,423.9,48587.0,269225.0,20.4,11.0,40.85801838610828
48211,13.0,25751,6.0,148.3,305.9,89074.0,3217.0,9.9,0.0,0.0
48213,603.0,350,223.0,173.1,487.3,73212.0,84511.0,11.2,0.0,0.0
48215,2612.0,10798,841.0,111.8,344.0,62843.0,888367.0,13.0,30.0,33.76982710974181
48217,240.0,240721,100.0,187.0,465.4,48825.0,37329.0,27.4,0.0,0.0
48219,106.0,5714,40.0,158.0,416.3,57566.0,21161.0,15.6,0.0,0.0
48221,450.0,3104,154.0,148.1,459.9,56923.0,66373.0,14.9,0.0,0.0
48223,222.0,6447,81.0,162.9,468.0,75545.0,37804.0,9.8,0.0,0.0
48225,147.0,4779,59.0,159.2,421.8,64249.0,21950.0,12.8,1.0,45.558086560364465
48227,154.0,3924,58.0,150.4,394.9,49741.0,33672.0,20.1,0.0,0.0
48229,15.0,4813,6.0,112.1,300.9,59598.0,3432.0,17.0,1.0,291.3752913752914
48231,520.0,863,208.0,175.1,439.6,39582.0,108282.0,35.7,0.0,0.0
48233,123.0,13548,46.0,173.2,465.4,68019.0,20215.0,12.9,1.0,49.46821667078902
48235,10.0,2359,4.0,150.3,413.2,65019.0,1530.0,11.9,0.0,0.0
48237,39.0,131,16.0,142.8,341.8,77768.0,8922.0,8.6,0.0,0.0
48239,83.0,1237,35.0,175.4,438.7,54132.0,15142.0,15.8,0.0,0.0
48241,235.0,2233,86.0,170.4,479.7,61953.0,32484.0,15.2,0.0,0.0
48243,9.0,6202,5.0,89.3,174.4,50763.0,1903.0,19.4,0.0,0.0
48245,1216.0,254,453.0,154.7,420.9,58285.0,250830.0,13.3,16.0,63.78822309931029
48247,19.0,44645,11.0,186.9,329.4,55065.0,4763.0,18.8,0.0,0.0
48249,187.0,1263,75.0,160.2,408.1,43782.0,38826.0,26.9,0.0,0.0
48251,898.0,9541,322.0,171.8,470.0,48252.0,195506.0,24.800000000000004,11.0,56.264257874438634
48253,97.0,19258,39.0,165.3,413.0,76747.0,19935.0,10.0,5.0,250.81514923501376
48255,63.0,3224,27.0,153.7,372.0,51894.0,14836.0,22.0,0.0,0.0
48257,601.0,2296,221.0,178.4,464.3,61860.0,172366.0,19.5,1.0,5.801608205794646
48259,237.0,14630,75.0,118.9,380.5,92814.0,48973.0,8.6,1.0,20.41941477957242
48265,375.0,82,152.0,151.0,423.0,58118.0,53741.0,11.8,4.0,74.43106752758601
48267,31.0,6477,15.0,184.1,414.0,59619.0,4422.0,12.5,0.0,0.0
48271,20.0,24,10.0,160.0,335.6,87856.0,3128.0,10.3,0.0,0.0
48273,136.0,563,56.0,186.8,459.0,52609.0,30362.0,21.0,0.0,0.0
48275,22.0,7761,12.0,216.6,434.6,51342.0,3273.0,26.7,0.0,0.0
48277,319.0,613,126.0,181.3,472.1,47207.0,50484.0,19.3,12.0,237.6990729736154
48279,62.0,7422,25.0,147.2,390.6,62620.0,12724.0,15.0,26.0,2043.3825840930524
48281,144.0,2235,53.0,173.6,486.6,53008.0,22785.0,17.8,1.0,43.88852315119596
48283,26.0,2928,12.0,160.2,343.3,67917.0,6604.0,13.0,0.0,0.0
48285,131.0,1485,53.0,156.6,422.3,40555.0,20589.0,29.0,0.0,0.0
48287,107.0,2521,43.0,180.8,455.8,58400.0,17954.0,12.5,0.0,0.0
48289,116.0,2170,52.0,173.4,410.1,65911.0,16209.0,12.3,0.0,0.0
48291,428.0,2265,171.0,194.5,464.4,56749.0,101992.0,14.0,4.0,39.218762255863204
48293,132.0,19323,53.0,167.6,418.7,61880.0,22253.0,19.9,0.0,0.0
48295,15.0,3972,5.0,119.8,379.8,51357.0,2854.0,18.7,0.0,0.0
48297,65.0,383,25.0,134.7,375.5,70236.0,11428.0,13.6,0.0,0.0
48299,167.0,1892,73.0,147.5,376.7,58576.0,22540.0,19.2,1.0,44.36557231588288
48303,1289.0,2,463.0,153.7,429.4,94716.0,317561.0,3.9,41.0,129.1090530638208
48305,33.0,52929,16.0,207.4,458.8,59138.0,5724.0,17.3,1.0,174.70300489168412
48307,56.0,883,25.0,194.4,467.3,56754.0,7497.0,15.6,0.0,0.0
48309,1222.0,1370,439.0,155.2,441.8,45915.0,266836.0,18.6,18.0,67.45716470041523
48313,64.0,72,29.0,172.1,390.7,67525.0,13661.0,12.6,0.0,0.0
48315,81.0,1915,27.0,148.0,484.8999999999999,53906.0,9560.0,16.7,10.0,1046.0251046025103
48317,26.0,1695,11.0,208.8,474.2,47720.0,5217.0,17.9,0.0,0.0
48319,24.0,710,12.0,148.1,323.0,73315.0,3982.0,13.7,0.0,0.0
48321,206.0,497,89.0,189.8,449.9,59129.0,36125.0,12.5,0.0,0.0
48323,213.0,7106,75.0,143.6,398.8,58380.0,57843.0,19.9,1.0,17.28817661601231
48325,247.0,12535,88.0,136.7,387.3,43407.0,53723.0,21.9,13.0,241.9820188745975
48327,16.0,6070,7.0,151.4,380.3,70313.0,1968.0,11.8,0.0,0.0
48329,568.0,398,216.0,144.6,368.5,44145.0,171999.0,20.6,11.0,63.953860196861605
48331,163.0,19792,60.0,160.2,458.6,81187.0,25628.0,11.6,1.0,39.019822069611365
48333,34.0,4189,15.0,169.2,411.2,54667.0,4500.0,16.6,0.0,0.0
48335,43.0,646,18.0,199.1,455.7,58068.0,8943.0,15.0,0.0,0.0
48337,138.0,1451,57.0,180.3,468.4,48378.0,21063.0,21.5,0.0,0.0
48339,2547.0,3084,873.0,143.4,402.6,57076.0,678490.0,14.800000000000002,53.0,78.11463691432445
48341,74.0,57427,26.0,133.8,376.0,95241.0,20996.0,8.5,7.0,333.3968374928558
48343,90.0,2392,37.0,194.2,494.6,66583.0,12083.0,11.5,15.0,1241.413556236034
48345,9.0,2218,4.0,208.59999999999997,390.30000000000007,49847.0,1032.0,18.5,0.0,0.0
48347,266.0,188,115.0,158.0,375.0,46320.0,64862.0,18.3,1.0,15.417347599518978
48349,271.0,14076,111.0,177.8,435.80000000000007,51708.0,54636.0,23.300000000000004,0.0,0.0
48351,86.0,12232,34.0,166.4,424.3,50822.0,12052.0,22.9,0.0,0.0
48353,86.0,2162,40.0,201.80000000000004,452.2,47804.0,14473.0,18.1,0.0,0.0
48355,1541.0,2605,563.0,138.2,380.9,50579.0,351674.0,18.3,32.0,90.99336317157368
48357,35.0,59461,12.0,135.9,364.7,60250.0,9606.0,17.3,0.0,0.0
48359,8.0,1118,4.0,184.2,297.2,69383.0,1752.0,11.7,4.0,2283.10502283105
48361,474.0,194,191.0,184.0,465.7,66411.0,84934.0,12.3,2.0,23.547695857960296
48363,188.0,11655,72.0,172.8,475.6,63901.0,29239.0,13.8,0.0,0.0
48365,145.0,4549,61.0,184.0,454.7,56809.0,22677.0,15.7,0.0,0.0
48367,831.0,3063,269.0,164.2,498.4,59772.0,165834.0,13.7,5.0,30.150632560271116
48369,35.0,12854,14.0,131.9,338.7,95277.0,9620.0,7.8,2.0,207.9002079002079
48371,59.0,1327,21.0,127.90000000000002,359.0,57786.0,14735.0,13.9,0.0,0.0
48373,425.0,2300,148.0,236.3,633.6,54003.0,53255.0,17.9,0.0,0.0
48375,570.0,9204,217.0,181.5,470.2,58894.0,115645.0,18.7,85.0,735.0079986164556
48377,25.0,21130,8.0,74.7,262.2,51028.0,5939.0,19.5,0.0,0.0
48379,89.0,1354,32.0,155.9,439.0,43666.0,12823.0,23.0,0.0,0.0
48381,665.0,1770,217.0,140.0,430.2,45419.0,146140.0,13.9,81.0,554.2630354454632
48383,14.0,12193,5.0,138.6,395.6000000000001,77066.0,3135.0,8.5,0.0,0.0
48385,21.0,355,11.0,172.1,327.7,83195.0,2840.0,11.300000000000002,0.0,0.0
48387,89.0,457,37.0,169.1,439.9,49467.0,11542.0,16.6,16.0,1386.241552590539
48389,47.0,2200,18.0,122.8,321.0,47081.0,12905.0,19.3,0.0,0.0
48391,42.0,2589,18.0,163.1,403.8,53969.0,6632.0,22.9,0.0,0.0
48395,92.0,76,45.0,185.5,386.2,70814.0,17153.0,9.5,1.0,58.29883985308692
48397,433.0,2993,138.0,140.2,411.6000000000001,57796.0,123208.0,17.6,2.0,16.23271216154795
48399,64.0,5809,26.0,163.4,440.0,124291.0,9859.0,4.7,0.0,0.0
48401,296.0,1550,113.0,166.7,435.0,52729.0,53333.0,16.0,1.0,18.750117188232426
48403,85.0,8322,37.0,171.0,427.9,55085.0,10048.0,17.4,0.0,0.0
48405,58.0,1670,25.0,163.0,403.1,50564.0,7857.0,16.8,0.0,0.0
48407,187.0,1522,69.0,155.4,431.1,49591.0,28348.0,19.9,2.0,70.55171440666008
48409,331.0,4748,128.0,171.0,440.9,57855.0,69954.0,16.8,1.0,14.29510821396918
48411,30.0,11937,14.0,136.6,318.1,62919.0,5824.0,17.2,1.0,171.70329670329673
48413,16.0,978,6.0,154.6,415.6,51350.0,2357.0,18.9,0.0,0.0
48415,75.0,370,32.0,161.8,390.4,54168.0,16686.0,16.0,0.0,0.0
48417,16.0,2326,6.0,109.5,335.6,60387.0,3186.0,15.2,4.0,1255.49278091651
48419,131.0,398,60.0,181.0,401.5,64690.0,24008.0,12.6,1.0,41.65278240586471
48421,9.0,4878,6.0,157.2,248.3,51551.0,2799.0,20.5,1.0,357.27045373347624
48423,1295.0,334,417.0,145.9,464.1,73395.0,241922.0,12.1,85.0,351.35291540248505
48425,54.0,27902,20.0,162.1,447.5,67978.0,9757.0,11.8,0.0,0.0
48427,224.0,868,76.0,133.6,392.9,75568.0,65728.0,9.0,0.0,0.0
48429,57.0,21456,26.0,186.8,442.5,35758.0,9390.0,32.8,0.0,0.0
48433,11.0,167,4.0,190.5,560.2,75895.0,1182.0,12.1,0.0,0.0
48435,20.0,181,8.0,153.7,414.4,53153.0,3217.0,15.8,0.0,0.0
48437,36.0,443,17.0,168.3,394.3,68838.0,6881.0,13.8,0.0,0.0
48439,8693.0,1244,2857.0,149.2,430.0,52148.0,2154595.0,19.9,280.0,129.9548174947032
48441,665.0,225849,257.0,168.0,451.2,76285.0,145163.0,10.6,18.0,123.99853957275613
48445,56.0,126,20.0,137.4,396.7,47969.0,11567.0,18.2,0.0,0.0
48447,8.0,2228,4.0,127.4,278.5,46998.0,1550.0,20.6,1.0,645.1612903225806
48449,142.0,199,56.0,160.09999999999997,396.0,50997.0,31208.0,12.900000000000002,16.0,512.6890540886952
48451,608.0,4934,216.0,155.7,451.19999999999993,58411.0,118892.0,16.0,0.0,0.0
48453,4514.0,15080,1205.0,120.8,405.4,60348.0,1326436.0,13.1,141.0,106.29988932749112
48455,111.0,131687,55.0,205.0,451.80000000000007,95151.0,13996.0,10.099999999999998,1.0,71.44898542440697
48457,134.0,2205,51.0,148.0,416.2,49629.0,20030.0,15.899999999999999,0.0,0.0
48459,260.0,3166,99.0,175.2,469.6,50722.0,42488.0,17.5,0.0,0.0
48461,14.0,6553,6.0,154.2,374.7,59690.0,3152.0,15.6,0.0,0.0
48463,133.0,482,58.0,175.2,433.4,61607.0,24940.0,15.6,2.0,80.1924619085806
48465,205.0,5983,77.0,146.9,410.9,48427.0,47606.0,24.9,0.0,0.0
48467,374.0,9706,141.0,172.3,467.0,52593.0,62859.0,21.3,0.0,0.0
48469,482.0,8488,171.0,156.3,449.8,57706.0,91065.0,13.6,0.0,0.0
48471,407.0,13969,105.0,139.9,519.0,67905.0,78870.0,15.5,1.0,12.679092177000127
48473,222.0,11970,76.0,153.6,435.5,53301.0,61894.0,20.0,1.0,16.156654926164087
48475,48.0,7974,18.0,146.8,389.8,75223.0,10964.0,14.300000000000002,0.0,0.0
48477,210.0,1581,78.0,138.3,405.1,60775.0,36159.0,14.6,0.0,0.0
48479,745.0,4606,270.0,126.0,331.8,66911.0,267780.0,13.5,9.0,33.60967958772127
48481,222.0,55124,89.0,164.09999999999997,424.69999999999993,56289.0,41824.0,20.9,0.0,0.0
48483,32.0,6017,14.0,180.8,453.0,57487.0,4807.0,14.599999999999998,0.0,0.0
48485,700.0,727,280.0,184.5,472.2,55713.0,129978.0,15.3,7.0,53.85526781455324
48487,71.0,18368,28.0,162.2,443.4,56634.0,12491.0,15.5,0.0,0.0
48489,77.0,2025,29.0,129.3,346.69999999999993,52983.0,20143.0,16.6,2.0,99.2900759569081
48491,2505.0,5082,685.0,128.9,439.4,41648.0,671418.0,29.0,31.0,46.17093971266782
48493,242.0,41275,89.0,142.9,394.3,101891.0,52735.0,6.2,0.0,0.0
48495,29.0,5481,10.0,130.3,382.3,79432.0,7306.0,10.5,0.0,0.0
48497,374.0,1009,144.0,182.9,461.4,69775.0,74895.0,14.0,0.0,0.0
48499,361.0,6023,130.0,162.2,456.3999999999999,80096.0,46857.0,8.2,0.0,0.0
48501,34.0,5895,14.0,171.4,419.0,57504.0,7451.0,13.0,0.0,0.0
48503,114.0,1038,51.0,192.0,459.6,62748.0,17962.0,14.1,0.0,0.0
48505,49.0,2792,15.0,109.5,357.9,58297.0,13849.0,15.7,0.0,0.0
51101,1085.571339563863,1904,32.0,152.0,461.1118493344661,100092.0,18492.0,6.9,15.0,811.1615833874108
51103,1085.571339563863,1351,48.0,183.5,461.1118493344661,82715.0,10750.0,7.3,0.0,0.0
51105,1085.571339563863,1489,66.0,178.2,461.1118493344661,60857.0,21982.0,14.2,0.0,0.0
51107,1085.571339563863,4981,378.0,117.0,461.11184933446617,41573.0,432085.0,24.4,169.0,391.1267458949049
51109,1085.571339563863,16440,86.0,162.4,461.1118493344661,167605.0,40116.0,3.8,0.0,0.0
51111,1085.571339563863,4288,33.0,173.4,461.1118493344661,72569.0,12031.0,10.7,8.0,664.948882054692
51113,1085.571339563863,2418,33.0,163.6,461.1118493344661,47660.0,14000.0,21.9,0.0,0.0
51115,1085.571339563863,1469,28.0,145.0,461.11184933446606,71697.0,8490.0,10.7,2.0,235.57126030624264
51117,1085.571339563863,739,98.0,174.30000000000004,461.1118493344661,73827.0,30508.0,8.8,8.0,262.2263012980202
51119,1085.571339563863,5741,38.0,158.6,461.11184933446606,52092.0,10943.0,19.4,2.0,182.76523805172255
51121,1085.571339563863,1293,125.0,130.5,461.1118493344661,68881.0,98915.0,12.2,25.0,252.74225344993175
51125,1085.571339563863,18472,44.0,165.1,461.1118493344661,69668.0,14652.0,21.0,0.0,0.0
51127,1085.571339563863,1864,46.0,166.4,461.1118493344661,66612.0,24986.0,12.8,0.0,0.0
51131,1085.571339563863,1243,40.0,179.7,461.1118493344661,115627.0,11900.0,5.1,0.0,0.0
51133,1085.571339563863,2230,43.0,136.4,461.11184933446617,52783.0,12302.0,19.1,0.0,0.0
51135,1085.571339563863,1634,41.0,187.90000000000003,461.11184933446606,67077.0,15559.0,13.3,0.0,0.0
51137,1085.571339563863,2892,91.0,166.8,461.1118493344661,50756.0,37991.0,21.2,0.0,0.0
51139,1085.571339563863,3820,68.0,180.8,461.11184933446606,81390.0,23750.0,10.099999999999998,0.0,0.0
51141,1085.571339563863,3075,56.0,173.3,461.1118493344661,60061.0,17643.0,13.1,7.0,396.75792098849405
51143,1085.571339563863,2487,158.0,159.5,461.1118493344661,49319.0,59952.0,14.4,6.0,100.08006405124098
51145,1085.571339563863,8407,53.0,135.2,461.11184933446606,49659.0,31489.0,14.400000000000002,1.0,31.757121534504115
51147,1085.571339563863,1702,51.0,181.4,461.1118493344661,105231.0,21927.0,5.6,0.0,0.0
51149,1085.571339563863,3554,58.0,138.3,461.11184933446606,57400.0,43134.0,20.300000000000004,0.0,0.0
51153,1085.571339563863,3863,490.0,129.0,461.11184933446617,76571.0,486943.0,11.4,14.0,28.75079834806127
51155,1085.571339563863,33481,81.0,145.5,461.1118493344661,119051.0,33706.0,6.8999999999999995,53.0,1572.4203405921794
51157,1085.571339563863,4551,17.0,120.8,461.1118493344661,57731.0,7502.0,14.0,1.0,133.29778725673154
51159,1085.571339563863,731,29.0,197.0,461.1118493344661,85575.0,9080.0,9.8,0.0,0.0
51161,1085.571339563863,1226,203.0,136.0,461.11184933446617,60180.0,96914.0,16.3,77.0,794.5188517654829
51163,1085.571339563863,7062,56.0,133.2,461.1118493344661,77010.0,22593.0,7.5,0.0,0.0
51165,1085.571339563863,2677,167.0,141.8,461.1118493344661,64393.0,85397.0,12.1,2.0,23.420026464629906
51167,1085.571339563863,8740,78.0,182.1,461.1118493344661,72921.0,25448.0,10.5,0.0,0.0
51169,1085.571339563863,4645,73.0,193.3,461.1118493344661,49537.0,21476.0,18.4,42.0,1955.671447196871
51171,1085.571339563863,4021,119.0,172.8,461.1118493344661,43743.0,44968.0,19.5,0.0,0.0
51173,1085.571339563863,5498,95.0,192.3,461.11184933446606,65289.0,29449.0,12.4,0.0,0.0
51175,1085.571339563863,5672,42.0,155.8,461.1118493344661,45484.0,17932.0,19.7,1.0,55.766227972339955
51177,1085.571339563863,2469,224.0,150.5,461.11184933446606,61246.0,146688.0,15.0,32.0,218.1500872600349
51179,1085.571339563863,12109,185.0,143.8,461.11184933446617,96322.0,163380.0,8.3,32.0,195.8624066593218
51181,1085.571339563863,8703,18.0,169.3,461.11184933446617,134456.0,6527.0,5.5,0.0,0.0
51183,1085.571339563863,806,31.0,213.6,461.1118493344661,65339.0,10680.0,12.4,0.0,0.0
51185,1085.571339563863,2012,128.0,194.2,461.1118493344661,49340.0,39821.0,23.5,3.0,75.33713367318751
51187,1085.571339563863,6687,92.0,183.5,461.1118493344661,48360.0,41440.0,17.6,0.0,0.0
51191,1085.571339563863,3950,138.0,159.1,461.1118493344661,79949.0,53958.0,9.8,25.0,463.3233255495014
51193,1085.571339563863,5905,57.0,175.6,461.11184933446606,61686.0,18712.0,11.3,0.0,0.0
51195,1085.571339563863,2989,102.0,199.2,461.11184933446617,61545.0,35421.0,16.1,13.0,367.01391829705545
51197,1085.571339563863,7279,78.0,173.9,461.1118493344661,45220.0,28111.0,22.2,4.0,142.29305254170967
51199,1085.571339563863,4392,101.0,119.1,461.1118493344661,47257.0,71341.0,15.7,30.0,420.51555206683395
51510,1085.571339563863,3563,162.0,112.6,461.1118493344661,111346.0,155525.0,5.1,11.0,70.7281787493972
51520,1085.571339563863,13926,49.0,187.2,461.1118493344661,110115.0,16975.0,9.0,25.0,1472.7540500736377
51530,1085.571339563863,3452,17.0,185.6,461.1118493344661,43123.0,6591.0,20.7,0.0,0.0
51540,1085.571339563863,942,58.0,139.4,461.1118493344661,51030.0,45373.0,15.699999999999998,124.0,2732.902827672845
51550,1085.571339563863,9354,418.0,164.4,461.1118493344661,67903.0,252488.0,21.8,74.0,293.08323563892145
51570,1085.571339563863,21696,52.0,202.7,461.1118493344661,87127.0,18294.0,8.7,0.0,0.0
51580,1085.571339563863,1876,22.0,267.3,461.1118493344661,68456.0,5679.0,10.4,0.0,0.0
51590,1085.571339563863,906,118.0,191.8,461.1118493344661,46592.0,42229.0,16.2,5.0,118.40204598735467
51595,1085.571339563863,10935,13.0,168.9,461.1118493344661,40799.0,5481.0,26.8,0.0,0.0
51600,1085.571339563863,1170,57.0,205.4,461.1118493344661,43496.0,24835.0,22.2,107.0,4308.435675458023
51610,1085.571339563863,1861,20.0,131.3,461.1118493344661,122790.0,14586.0,7.599999999999999,28.0,1919.648978472508
51620,1085.571339563863,588,28.0,237.8,461.1118493344661,142513.0,8247.0,4.1,1.0,121.25621438098702
51630,1085.571339563863,1544,35.0,135.3,461.1118493344661,54594.0,28757.0,19.0,32.0,1112.7725423375177
51640,1085.571339563863,3983,33.0,363.1,461.1118493344661,71217.0,6730.0,15.0,0.0,0.0
51650,1085.571339563863,1428,281.0,176.1,461.11184933446617,44706.0,138037.0,22.0,28.0,202.84416497026157
51660,1085.571339563863,19408,59.0,145.7,461.1118493344661,64086.0,51158.0,14.4,2.0,39.09456976425974
51670,1085.571339563863,12480,63.0,230.7,461.1118493344661,56057.0,22962.0,28.5,0.0,0.0
51678,1085.571339563863,4053,18.0,220.8,461.1118493344661,53098.0,7457.0,17.9,0.0,0.0
51680,1085.571339563863,952,159.0,181.3,461.1118493344661,62382.0,79287.0,20.0,15.0,189.186121306141
51683,1085.571339563863,13550,52.0,155.5,461.1118493344661,50494.0,42642.0,19.6,0.0,0.0
51685,1085.571339563863,3864,9.0,80.3,461.1118493344661,97722.0,16703.0,9.1,0.0,0.0
51690,1085.571339563863,1480,48.0,273.9,461.1118493344661,90816.0,13725.0,8.9,1.0,72.85974499089254
51700,1085.571339563863,2743,340.0,182.6,461.11184933446617,41500.0,184306.0,20.6,35.0,189.90157672566275
51710,1085.571339563863,30290,424.0,188.8,461.1118493344661,63350.0,232995.0,17.2,113.0,484.9889482606923
51720,1085.571339563863,39741,11.0,201.0,461.1118493344661,60030.0,3609.0,18.8,13.0,3602.1058464948737
51730,1085.571339563863,725,103.0,262.5,461.1118493344661,41298.0,33394.0,20.3,0.0,0.0
51735,1085.571339563863,7499,29.0,170.5,461.1118493344661,42385.0,12582.0,22.8,22.0,1748.5296455253535
51740,1085.571339563863,692,217.0,196.0,461.11184933446606,109549.0,97029.0,5.6,17.0,175.2053509775428
51750,1085.571339563863,18630,23.0,177.4,461.1118493344661,54843.0,16738.0,19.8,6.0,358.4657665192974
51760,1085.571339563863,3263,356.0,147.8,461.1118493344661,47892.0,229395.0,24.6,175.0,762.8762614703895
