countyCode,AverageAnnualCount,PovertyEst,avgDeathsPerYear,deathRate,incidentRate,medIncome,popEst2020,povertyPercent,studyCount,studyPerCap
51770,1085.571339563863,47338,236.0,187.5,461.1118493344661,58719.0,97847.0,21.600000000000005,44.0,449.68164583482377
51775,1085.571339563863,19041,74.0,207.4,461.1118493344661,50425.0,25523.0,19.9,9.0,352.62312424088077
51790,1085.571339563863,2548,71.0,188.1,461.1118493344661,63676.0,25904.0,10.9,0.0,0.0
51800,1085.571339563863,3031,178.0,171.3,461.1118493344661,61917.0,98537.0,12.4,5.0,50.74236073759096
51810,1085.571339563863,11279,740.0,148.7,461.1118493344661,81858.0,455618.0,11.6,87.0,190.94943571149517
51820,1085.571339563863,44340,62.0,206.9,461.1118493344661,83066.0,22808.0,9.9,0.0,0.0
51830,1085.571339563863,2911,15.0,84.5,461.1118493344661,58527.0,15909.0,12.9,1.0,62.85750204286881
54101,68.0,6752,27.0,197.6,537.1,52540.0,8167.0,17.9,1.0,122.44398187829069
54103,117.0,1911,44.0,170.9,506.9,40598.0,14025.0,23.7,0.0,0.0
54105,38.0,2887,13.0,158.0,446.0,48563.0,5091.0,20.8,0.0,0.0
54107,584.0,950,231.0,183.9,481.4,43441.0,83340.0,18.7,76.0,911.927045836333
55101,1251.0,1717,403.0,161.3,504.0,53883.0,195846.0,12.2,89.0,454.43869162505234
55103,112.0,18463,40.0,131.5,400.6,72331.0,17090.0,9.6,0.0,0.0
55105,1013.0,1969,341.0,163.7,495.8,67086.0,164060.0,11.6,11.0,67.04864074119226
55107,100.0,16659,39.0,163.2,437.0,67430.0,14186.0,10.3,64.0,4511.490201607218
55109,410.0,1843,154.0,157.7,396.1000000000001,56410.0,96017.0,13.199999999999998,80.0,833.1857900163512
55111,383.0,5135,150.0,167.0,443.80000000000007,97589.0,65777.0,5.4,0.0,0.0
55113,141.0,6112,52.0,178.0,501.90000000000003,70484.0,18559.0,9.4,11.0,592.704348294628
55115,261.0,2751,99.0,154.2,432.5,60034.0,40886.0,15.1,42.0,1027.2464902411584
55117,709.0,4608,229.0,143.8,459.8,66733.0,117841.0,11.4,48.0,407.3285189365331
55119,115.0,10828,40.0,132.2,398.3,65008.0,19975.0,9.4,0.0,0.0
55121,189.0,2249,60.0,152.9,483.8,67544.0,30899.0,11.4,5.0,161.81753454804362
55123,204.0,2804,69.0,154.8,470.7,68184.0,31060.0,9.2,62.0,1996.1365099806826
55125,233.0,4560,71.0,150.5,529.8,67812.0,23763.0,14.8,49.0,2062.0292050667003
55127,667.0,2456,220.0,160.5,489.2,63356.0,105380.0,10.4,54.0,512.4312013664832
55129,103.0,10286,55.0,189.2,378.7,73723.0,16911.0,10.0,53.0,3134.054757258589
55131,899.0,1958,236.0,126.5,487.5,59221.0,137688.0,11.7,95.0,689.9657195979315
55133,2686.0,8309,783.0,136.5,485.1,90313.0,410434.0,6.1,468.0,1140.2564115058694
55135,351.0,21345,133.0,162.8,461.5,99525.0,51488.0,5.200000000000001,0.0,0.0
55137,187.0,5552,70.0,165.1,465.29999999999995,65960.0,24999.0,11.0,0.0,0.0
55139,958.0,3571,318.0,146.8,456.30000000000007,55982.0,170718.0,15.0,30.0,175.72839419393387
